DocChineseName,DocEnglishName,DocRegisteredSpecialty,Author, WaitingTime,ConsultationPurpose,Fee,VisitReason,ConsultationDate,Sentiment,Experience,Recommendation,OtherComment,OverallScore,Professionalism,TargetedTreatment,ReasonablePrice,WorthRecommending
賴奇偉醫生,"Dr LAI KEI WAI, CHRISTOPHER",呼吸系統科,Wing C,需預約準時,專科治療 肺炎,,本網評譽參考,2021年3月8日,醫術精湛、鉅細無遺,求診病人實在太多，等候需時,已視為本人的必然選擇,"He is really caring and patient. Understanding  how patient and families feel, extremely professional. I m really lucky my mom got the best doctor in town to treat her, she was recovered very well and we all relieved",10.0,10,10,10,值得推介
賴奇偉醫生,"Dr LAI KEI WAI, CHRISTOPHER",呼吸系統科,黃小姐,需預約準時,專科治療,,恆常光顧經驗,2018年10月--,態度有失、醫德有損,醫護之語調態度令人無所適從,本人絕對不會再作光顧,本人父親是病人，這位賴醫生唔鐘意聽病人講野，態度好差，問佢問題，不會給答案正面答覆，左閃右避，重要的是醫生未能對症下藥。判了父親需要入院並安排一系列檢驗，花費一大畢又沒有正確對症，決定轉睇第二個醫生，這位賴醫生更在給其他醫生的信中作出免責聲明。真是一位不稱職到盡的醫生，我們不會再去睇佢，亦不希望其他人再身受其害。,1.3,1,1,2,不予置評
賴奇偉醫生,"Dr LAI KEI WAI, CHRISTOPHER",呼吸系統科,不願透露,需預約準時,專科治療,~ $ 2000,光顧多次,2016年----,態度有失、醫德有損,醫護之語調態度令人無所適從,本人絕對不會再作光顧,醫生態度差，欠詳盡解釋，問佢問題，答案不是從醫學角度答覆，用的比喻答覆跟本就無關係的，還會駡人，但這些通通都唔係最重要，睇了數次花了的醫藥費也不是最重要，最重要的是醫生判錯症而未能對症下藥。 醫生對不起，我覺得有必要在此給你一些評語，如果你有細心聽我講話D藥無效，你可能會知你判錯症。  希望多多改善。,4.0,3,3,6,值得推介
賴奇偉醫生,"Dr LAI KEI WAI, CHRISTOPHER",呼吸系統科,Sylvia Peng,需預約準時,專科治療,,初次光顧,2018年1月30日,醫術精湛、鉅細無遺,醫生會清晰明確的講解其病情,已視為本人的必然選擇,"Gentle, patient, professional, reassuring Can’t recommend dr lai more",10.0,10,10,10,值得推介
賴奇偉醫生,"Dr LAI KEI WAI, CHRISTOPHER",呼吸系統科,陳生,需預約等候片刻,專科治療 久咳有血,~ $ 1500,間中光顧,2015年7月9日,態度有失、醫德有損,只知取藥付費，未能盡釋疑慮,在無其他選擇下可一試,每次睇佢都要人做吹氣測試(測肺容量)，即使一星期後複診都要再吹，每吹一次另收600元，剩係做吹氣已經俾佢袋左6000元。態度亦差，唔鐘意聽病人講野，試過兩次問多句就用好差的語氣趕你走。如果唔係初初揀左佢唔想轉第二個醫生都唔會再去睇佢。超唔專業,1.6,2,2,1,不予置評
賴奇偉醫生,"Dr LAI KEI WAI, CHRISTOPHER",呼吸系統科,candy,需預約等候片刻,耳鼻喉疾病,~ $ 1500,初次光顧,2012年9月--,態度有失、醫德有損,診証時間極其急趕，快來快去,本人絕對不會再作光顧,,1.0,1,1,1,不予置評
黎景成醫生,Dr LAI KING SHING,普通科,Helen,不設預約等候片刻,婦科疾病 傷風婦科病,~ $ 300,本網評譽參考,2020年4月1日,醫術精湛、鉅細無遺,醫護之語調態度令人無所適從,本人絕對不會再作光顧,不需了解清楚病人病情。草草了事。 開一種藥打法病人。這是醫德嗎？,1.3,2,1,1,不予置評
黎景成醫生,Dr LAI KING SHING,普通科,赵玉美,需預約準時,傷風感冒 咳，發燒,,本網評譽參考,2019年6月9日,有欠詳盡、耽誤病情,求診病人實在太多，等候需時,本人絕對不會再作光顧,本人在網上睇到，人人都講幾好幾好，所以一試，咳、喉痛嚨發炎、發燒連睇了三次，第一次不好，更嚴重了些，第二次五種藥轉了一種，又不好更再嚴重了，再睇睇三次，又五種藥又轉一種，來來去去都只轉一種藥，其它四種不變，回家食依時食藥，十多小時咳從未間斷，喉嚨更腫賬，即病程又加深了，現痛不欲生，可能我真的不夾黎醫生了，越睇越嚴重。,5.3,5,1,10,不予置評
黎景成醫生,Dr LAI KING SHING,普通科,張小姐,不設預約等候片刻,耳鼻喉疾病,,初次光顧,2014年----,態度有失、醫德有損,診証時間極其急趕，快來快去,本人絕對不會再作光顧,"本人因持續流鼻血約10天(約有2天無流) ，有時一天流3次，份量都唔少。整個睇症過程，不超過1分鐘，黎醫生無問過我問題，只記下我說的情況，並用電筒照我的鼻孔一秒，說了句血管有點大/腫, 及著我如果食完藥都流，就叫我去睇專科，其他野完全無提，that all. 拎藥時，護士沒有禮貌，叫左我名，我走過去，之後佢發現未有轉介書係手，就嘭一聲閂左個門，極不專重。返到屋企拎左d藥出黎睇，見到有止血藥，我先醒起自己m到緊，問過醫護界的朋友，叫我唔好食。黎醫生無問過我係咪period中，護士亦無提period中唔好食。",4.0,2,5,5,不予置評
黎國良醫生,Dr LAI KWOK LEUNG,外科,Hang,不設預約等候片刻,傷風感冒,~ $ 200,光顧多年,2013年----,仁心仁術、醫德高尚,醫生會從病人出發去提供意見,已視為本人的必然選擇,,10.0,10,10,10,值得推介
黎滿平醫生,Dr LAI MOON PING,兒科,Mr. Father,,,,,,,,,幾好呀，女兒第一次看，只是有少少$$$,7.3,8,8,6,不予置評
黎滿平醫生,Dr LAI MOON PING,兒科,John O,,,,,,,,,"Even he is old doctor, but he is professional and sincere attitude to kids and parents.",7.6,9,8,6,不予置評
黎滿平醫生,Dr LAI MOON PING,兒科,Cici,,,,,,,,,"黎滿平醫生--我個仔同佢好夾,佢用藥好掂,又唔會隨便開抗生素,但係如果同佢唔夾,就會嫌佢唔好.",7.6,8,8,7,不予置評
黎邦成醫生,"Dr LAI PONG SHING, ERIC",普通科,JC,不設預約等候片刻,兒童疾病 傷風感冒,~ $ 200,恆常光顧經驗,2019年5月22日,態度有失、醫德有損,只知取藥付費，未能盡釋疑慮,本人絕對不會再作光顧,----- ///非常驚訝在 seedoctor 網站看到有人指控黎邦成西醫非禮女童（用手揸胸），這証明我並非唯一受害人，我有理由相信黎邦成是故意、習慣性去非禮/性侵年少無知的女童。 /// 90年代我大約 10歲，開始發育，有一次因感冒去求診，黎邦成西醫在用耳筒聽肺部聲音時伸手入我衣服裡用力揸我的胸部！當時我的外婆在場，但因為我只有 10歲，十分信任醫生，當時只感覺怪怪的，這診症方法與其他醫生不同，沒有即時反抗和舉報。/// 想不到他有非禮其他女童！我在此呼籲任何有受過黎邦成西醫侵犯和非禮的人，可以聯絡我 jfphotofty@gmail.com，我們可以一同報警，集合多過一位証人去指証他。這件事困擾了我很多年，黎邦成絕對應該為自己所作所為負上刑責。/// 各位家長千萬不要帶女童去找他看病。我不怕要背上什麼誹謗的刑責可能，因為我句句真話，絕對可以和黎先生當面對質。,3.6,1,5,5,不予置評
黎邦成醫生,"Dr LAI PONG SHING, ERIC",普通科,Anonymous,需預約準時,傷風感冒,,恆常光顧經驗,2003年----,態度有失、醫德有損,求診病人實在太多，等候需時,本人絕對不會再作光顧,本人10多歲時就醫，黎邦成借聽脈為由，用手擠拎本人胸部，逾時數分鐘，礙於當時年幼無知，而且害羞怕事，錯過了舉報其惡行的機會，現在仍留有心理陰影，只想告誡其他病人，謹慎選擇有信譽的醫生，醫生都會有害群之馬。,1.6,1,2,2,不予置評
黎邦成醫生,"Dr LAI PONG SHING, ERIC",普通科,訪客,需預約準時,傷風感冒,~ $ 600,初次光顧,2018年11月16日,診效不顯、收費不稱,只知取藥付費，未能盡釋疑慮,本人絕對不會再作光顧,頭晕去求診，說患上感冒和發燒 38.6 度，開了三天藥 (共三種藥丸)，並不包括退燒藥，共收 $580，感覺受騙，一定没有下次。,3.6,5,5,1,不予置評
黎邦成醫生,"Dr LAI PONG SHING, ERIC",普通科,Li,不設預約等候30分鐘,傷風感冒,~ $ 800,初次光顧,2018年1月25日,診效不顯、收費不稱,醫護之語調態度令人無所適從,本人絕對不會再作光顧,,2.3,3,3,1,不予置評
賴成雄醫生,Dr LAI SING HUNG,骨科,kan,,,,,,,,,"早前婆婆坐骨神經痛,去睇賴成雄醫生,佢係專睇骨科ga,開左d藥給婆婆,我地問佢d藥會唔會太重,佢話老人家唔可能食太過重藥,食完藥後要再睇多次.我覺得佢幾細心ga.",8.3,8,8,9,值得推介
黎兆基醫生,Dr LAI SIU KEE,普通科,Jason Wong,不設預約等候片刻,傷風感冒,~ $ 200,初次光顧,2005年----,診效不顯、收費不稱,只知取藥付費，未能盡釋疑慮,本人絕對不會再作光顧,"眼不停流眼水. 於是到附近看黎兆基醫生.醫生只對mon打字, 隨便照照燈(1秒)就說是紅眼症. 不知為何時間如此急趕. 好像快快打發人就算.但之後情況都沒改善及有惡化. 自行轉去看蔡梅心醫生, 她耐心看. 覺得不是普通症狀, 給我轉介書看專科. 再到旺角何思遠醫生的眼科一看, 証實是有機會永久影響視力的急性虹膜炎. 之後再去政府診斷亦是急性虹膜炎. 是很大機會永久影響視力的症狀. 還好及早看專科. 最後視力恢復.醫生斷錯症可原諒, 但敷衍了事加上斷錯症就不能接受.看來黎兆基醫生基本醫德都未達標. 學歷夠, 醫德卻未足.又怎樣醫人?",1.6,1,1,3,不予置評
賴子健醫生,"Dr LAI TZE KIN, SAMUEL",精神科,陳鎮傑,需預約準時,專科治療,,初次光顧,2015年4月21日,醫術精湛、鉅細無遺,醫護人員親切有禮的提供協助,值得向有需要人仕推介,,10.0,10,10,10,值得推介
黎耀明醫生,Dr LAI YIU MING,普通科,wangwang,需預約準時,傷風感冒,~ $ 200,光顧多年,2015年8月14日,詳盡親切、耐心施診,求診病人實在太多，等候需時,值得向有需要人仕推介,"搵左好耐, 原來黎醫生去左翠屏道個間基督教家庭服務中心-西醫診所到開診! OK詳細喎,同以前一樣唔拖症。",7.6,8,8,7,值得推介
黎耀明醫生,Dr LAI YIU MING,普通科,RPD,需預約等候片刻,傷風感冒,~ $ 200,光顧多年,2012年12月15日,經驗豐富、絕不拖症,需要自己主動提出較多的諮詢,總體來說已算合格,"間中睇過態度差既醫生嗎??! 但黎醫生嘅態度不算最差, 我們也睇過多次, 藥力一次見效, 他只是不愛說話! 信與不信由病人自決! (黎醫生已退休, 但同意接待的姑娘才是劣品.)2013年.一些垃圾醫生的惡劣程度絕對令人讚嘆!!同意所言, 像以下:基督教聯合那打素社區健康中心 的觀塘和樂邨居安樓26-33號地下的過往當值的 XXX四眼初班女醫生, 態度極差惡劣非凡, 拿我們2歲未夠幼兒發洩, 判症錯誤, 開藥馬夫, 檢查不確, 一樣正冇醫德.............!預約實明可12点前需就疹, 結果等候3個鐘! 幼兒及各人肚餓難堪! 2010下年度",8.0,7,9,8,值得推介
黎耀明醫生,Dr LAI YIU MING,普通科,ppcars,需預約準時,皮膚疾病,~ $ 500,再度光顧,2012年6月10日,經驗豐富、絕不拖症,雖則過程簡捷，診效尚算明顯,值得向有需要人仕推介,"無可否認黎醫生嘅態度確實欠缺友善, 亦不會詳細問症, 但我睇過兩次, 兩次藥效明顯, 絕不拖症, 可借無做了, 而家觀塘得翻觀塘廣場一名皮膚醫生, 雖很友善, 但拖症都算, 停藥即復發, 很想睇返黎醫生, 但他無做後又無寄資料通知, 即係應該唔係搬咗, 如果有人知道佢去咗邊, 可否在此留言, 好想搵返佢睇",8.3,7,9,9,值得推介
黎耀明醫生,Dr LAI YIU MING,普通科,病人甲,,,,,,,,,大家應該開心！佢已經冇做啦！  Report By Seedoctor iphone Apps,1.0,1,1,1,不予置評
黎耀明醫生,Dr LAI YIU MING,普通科,flyingguy,,,,,,,,,"完全同意樓上所言，此人的惡劣程度絕對令人讚嘆。去年看過一次，此人全程黑面，超無禮貌，極求其，完全不作任何問診及講解，一副完全不想理會你的面口，雖然外面並沒有其他人等候。他徹徹底底侮辱了""醫生""這兩個字。配上那個同樣極品的白袍女工（同樣不配被稱為""姑娘""），這間所謂診所長年拍烏蠅是理所當然的。",1.0,1,1,1,不予置評
黎耀明醫生,Dr LAI YIU MING,普通科,LKY,,,,,,,,,"從未睇過態度咁差既醫生!!!!! (看病日期 2011年12月2日)1. 完全唔想知我病情    我說皮膚敏感, 竟然不看我患處情況, 要我問佢先要唔要睇下, 佢先講: 「咁你咪拿高睇下囉」佢好不情願咁睇左一眼!!2. 答問題極度膚顯    我問佢佢寫左咁咩藥俾我 (我胃痛+肚瀉), 佢竟然話: 都係呢啲咁既藥架啦3. 完全零眼神接觸   一啲都唔關心病人情況呢位垃圾醫生完全唔知咩係仁心仁術, 不如早啲退休, 你唔配做醫生! 你冇心行醫點樣醫人? 啲病人俾你害死啦, 人命黎架, 你做得咁hai, 咪X做啦, 為左錢害人害物",1.0,1,1,1,不予置評
林自強醫生,"Dr LAM CHI KEUNG, JOHNSON",骨科,maggie,需預約等候頗長,骨骼關節,,本網評譽參考,2022年8月10日,,,,,0.0,0,0,0,不予置評
林自強醫生,"Dr LAM CHI KEUNG, JOHNSON",骨科,Jessica,需預約準時,骨骼關節 膝頭哥痛,~ $ 10000,朋友介紹推薦,2020年8月1日,,,,,0.0,0,0,0,不予置評
林自強醫生,"Dr LAM CHI KEUNG, JOHNSON",骨科,XXX,需預約等候頗長,骨骼關節,,其他網絡途徑,2019年7月--,有欠詳盡、耽誤病情,醫護之語調態度令人無所適從,本人絕對不會再作光顧,公司有保險先睇佢，解釋非常簡短，有耽誤病情，想我黎睇多幾次！我骨痛佢淨係開啲止痛藥同消炎膏，同檢查完，就問我有冇問題問？我expect 係你話俾我聽個實際情況同有冇影響我架嘛，都唔知咩醫生，只識賺錢！個護士仲差，打去話想攞番張x ray片 (未閂門既)，佢話唔可以宜家上黎攞，佢一句話: “唔得！”，又無話要預約定點，態度超差同超串！絕對絕對絕對唔會再去睇！,4.0,3,4,5,不予置評
林自強醫生,"Dr LAM CHI KEUNG, JOHNSON",骨科,李小姐,需預約等候頗長,骨骼關節 腳鐦,~ $ 2000,本網評譽參考,2019年1月15日,有欠詳盡、耽誤病情,只知取藥付費，未能盡釋疑慮,本人絕對不會再作光顧,,3.3,5,3,2,值得推介
林自強醫生,"Dr LAM CHI KEUNG, JOHNSON",骨科,Anonymous,需預約等候頗長,骨骼關節 足底筋膜炎,~ $ 3000,朋友介紹推薦,2019年5月22日,普普通通、中規中距,需要自己主動提出較多的諮詢,可能人夾人緣自己衡量,"在此分享一下我的經驗 ---------- 林醫生係名醫，診金高昂是必然的。上年五月我開始求診，每星期覆診及做物理治療，見了醫生三次，我合共花了 HK$13,000 。 主要用藥是痛博士消炎藥、消腫藥、慕拉適止痛貼、魚油丸，每次藥費接近 $2,000，實在有點吃不消，所以最後自己在藥房配相同的藥 (只需一半價錢)。 林醫生的物理治療團隊反而幫了我很多，教我做了一些在家裡亦做到的拉筋動作，物理治療師很專業及不貪婪，非常老實。總括來說，我相信林醫生真的是骨科的專家，面對客人時態度認真但稍為冷漠，希望他將來能更有耐性及花更很長時間去聽診。銅鑼灣那幾位登記護士的態度就真的不敢恭維，黑口黑面，收據只印總金額，收費不清不楚，完全沒有做好護士的本份，比起林醫生的態度更不可一世和無情。",5.0,7,5,3,可以一試
林自強醫生,"Dr LAM CHI KEUNG, JOHNSON",骨科,Aqua,需預約等候頗長,骨骼關節,,初次光顧,2018年5月9日,普普通通、中規中距,求診病人實在太多，等候需時,可能人夾人緣自己衡量,我丈夫經林醫生診斷後，認為需要進行膝蓋內窺鏡手術。因為需要保險公司批核，手術日期暫定於14天後，而診所會負責向保險公司申請。我們在第三天及第十一天都有向診所查詢批核情況，答案都是'未批'。我們信以為真並一直在等，最終因為丈夫要離港而放棄手術。事後我再向保險公司查詢，才知道其實已用傳真於第二天通知診所該手術已獲批核，通知的日期時分秒都紀錄在內。診所就是堅稱未收過！即使真的如此，正常運作的話，診所在這麽多天內，至少都會致電保險公司跟進，也不致於在兩星期後在我追問下才發覺問題！林醫生醫術如何我不知道，但診所做事的馬虎我倒領教了。,5.6,5,5,7,不予置評
林自強醫生,"Dr LAM CHI KEUNG, JOHNSON",骨科,Mr . Pang,需預約等候片刻,骨骼關節 膝關節炎,~ $ 1200,初次光顧,2016年3月19日,仁心仁術、醫德高尚,醫生會清晰明確的講解其病情,值得向有需要人仕推介,"左膝上落樓都好像疼, 之後上網睇下有無好介紹, 見佢 d  comment 唔錯,即管試一試 ! 一上到去見到咁多人,以為去左普通科,點知完來真係骨科林醫生, 雖然輪見醫生比較長小小時間, 但係事後覺得係值得既! 第一次見醫生,醫生好詳細問我,佢話我係膝關節炎,退化,不過佢有建議我打咩骨膠, 佢又無叫我即時打, 佢叫我反去諗一諗打唔打先, 因為可能佢知我經濟未必擔當到, 要成千蚊一針, 最後我係出面等拎藥果時,同其他病人傾計, 我聽落見佢地講得個效果都唔錯, 最後我覆診決定打,一於博一博, 要打5次, 一星期一次, 甘就洗左幾千蚊, 打完又真係好好, 呢加個膝頭唔再痛, 佢有話錫住D用, 唔痛唔洗再打, 建議我多D 游水, 可以令關節好D, 呢個醫生真係算唔錯, 雖然等得耐D, 不過最緊要醫反我隻腳!",7.3,9,8,5,值得推介
林自強醫生,"Dr LAM CHI KEUNG, JOHNSON",骨科,Xxy,需預約等候頗長,骨骼關節,~ $ 1500,初次光顧,2015年12月1日,態度有失、醫德有損,醫護之語調態度令人無所適從,本人絕對不會再作光顧,"姑娘態度惡劣, 十分不友善醫術一般, 不太詳盡,",1.0,1,1,1,值得推介
林自強醫生,"Dr LAM CHI KEUNG, JOHNSON",骨科,cherry,需預約等候片刻,專科治療,~ $ 1500,初次光顧,2015年9月25日,態度有失、醫德有損,只知取藥付費，未能盡釋疑慮,本人絕對不會再作光顧,,1.0,1,1,1,不予置評
林志明醫生,Dr LAM CHI MING,外科,許氏夫婦,需預約等候片刻,癌症腫瘤,~ $ 800,光顧多次,2014年10月31日,詳盡親切、耐心施診,醫生會清晰明確的講解其病情,值得向有需要人仕推介,原先廖姓大牌主診醫生病人多，但處事馬虎、無耐心，故轉而睇林志明醫生，給予病人及家屬專業及果斷的建議，令病人及時得到救治。我們衷心感激，希望香港多點像林志明醫生就好了!!!,10.0,10,10,10,值得推介
林志明醫生,Dr LAM CHI MING,外科,譚小姐,需預約等候片刻,心血管病,~ $ 800,光顧多年,2008年----,仁心仁術、醫德高尚,醫生會清晰明確的講解其病情,已視為本人的必然選擇,"當初是我爸爸做手術的醫生, 後來我去做一個身體檢查,發現我有個血管瘤 ,後尾就入醫院去做電腦素描 ,發現原來有三個血管瘤, 之後林志明醫生好詳細咁解釋呢個病情 ,如果唔做手術會有乜嘢風險, 於是我就決定做手術, 其中一個血管瘤喺個脾臟嘅位置所以要割咗個脾臟林醫生仲解釋 ,冇左脾臟後果會係點樣, 於是我就做咗呢個手術 雖然手術時間成四個鐘好長, 只是做一個微創手術所以傷口很少 ,手術完後傷口只係好似一個好少嘅印, 林志明醫生手勢好好 ,亦都好細心, 笑容好好, 醫術一流 ,所以我們每一次身體檢查都會找番林醫生 ,一家人都會找佢 ,林醫生講病情講得好詳細,唔會好.似好趕咁，每次見你嘅時候都會好客氣咁同你打招呼，好有禮貌， 簡直係仁心仁術一位醫德高明嘅醫生",10.0,10,10,10,值得推介
林志明醫生,Dr LAM CHI MING,外科,wwyee,需預約等候片刻,專科治療,,初次光顧,2015年4月1日,經驗豐富、絕不拖症,醫生會清晰明確的講解其病情,值得向有需要人仕推介,本人因痔瘡問題經醫療卡網上搜尋，得知林醫生診所位置，需要預約。診斷期間林醫生用他專業的知識，為我講解成因及手術細節，及後更快捷地給我手術日期。而入院後手術前1天，林醫生晚上巡視到來，提醒明天手術時間，手術後傷口也不是很痛。林醫生手勢了得，減輕了手術而出現的痛楚。在此值得推介。,10.0,10,10,10,值得推介
林志明醫生,Dr LAM CHI MING,外科,練先生,需預約準時,腸胃不適,~ $ 500,初次光顧,2012年7月10日,醫術精湛、鉅細無遺,醫生會清晰明確的講解其病情,已視為本人的必然選擇,本人因急性膽管發炎，經家庭醫生轉介林志明醫生跟進。並即安排入院及做手術，只須3天便可出院。林醫生好專業及收費合理，做完手術醒后已可下牀行走。總括而言，林醫生絕對值得受人尊敬及有醫德醫生。,10.0,10,10,10,值得推介
林志明醫生,Dr LAM CHI MING,外科,P Y Lee,,,,,,,,,我是由家姐朋友得悉林志明醫生，稱讚林醫生非常專業及手術精湛。我３月初看我的家庭醫生，說我傷勢嚴重。很難得林醫生特別安排時間給我診治及做手術，手術非常好，現在已經康復了。我未曾遇過一位咁有禮貌的醫生，並很有耐性聆聽我的病歷。林志明醫生真的非常專業，充滿笑容，很有醫德，收費合宜。連診所的護士都非常友善及專業。願神賜福予林志明醫生！,9.6,10,10,9,值得推介
林志明醫生,Dr LAM CHI MING,外科,無膽人,,,,,,,,,"好專業, 好細心, 好笑容, 有耐性, 手勢好, 收費合理...我做完手術後, 本來要留院四天, 但醫生知道我想慶祝母親節(本人是母親), 特地在母親節那天的黃昏去巡房, 准我出院, 他不會為了賺多一天巡房費而留我多一天...真好!手術後我回診所覆診, 第一次覆診只收少許費用, 第二次竟然不收取任何費用! 林醫生真是仁心仁術, 甚有醫德...令我非常感動!",10.0,10,10,10,值得推介
林子倩醫生,Dr LAM CHI SIN,外科,Miss Wong,需預約準時,專科治療 照腸鏡,~ $ 10000,傳媒資訊報導,2019年2月14日,仁心仁術、醫德高尚,醫護人員親切有禮的提供協助,值得向有需要人仕推介,之前想揾女醫生照腸，上網揾資料，網友對林子倩醫生評價幾好，就去試下。林醫生細心、有耐性，就算我問左好多問題，都好耐心咁解答。醫術高明，仁心仁術。,10.0,10,10,10,值得推介
林子倩醫生,Dr LAM CHI SIN,外科,John,需預約準時,專科治療 痔瘡,~ $ 10000,朋友介紹推薦,2019年2月6日,仁心仁術、醫德高尚,醫生會主動探索其病因及治療,優質醫療服務理應如此,本人患有痔瘡多年，本身唔想睇醫生，家人介紹林子倩醫生對此症有很多經驗。打電話book左睇林醫生，佢睇埋我d病史，建議我做痔瘡手術，之前我都了解過私家醫院做痔瘡手術或者痔瘡槍價錢，林醫生收費公正，排期又唔係好長，檢查之前都見過幫自己麻醉既醫生，比較放心ｄ，手術過程係順利，仲有照完可以去食嘢。我都推薦林醫生，仁心仁術。,10.0,10,10,10,值得推介
林子倩醫生,Dr LAM CHI SIN,外科,winnie,,,,,,,,,有耐性和專業的醫生,8.0,8,8,8,不予置評
林子雲醫生,"Dr LAM CHI WAN, EDWIN",腸胃肝臟科,Betty,需預約等候頗長,"腸胃不適 胃脹, 吐血",~ $ 10000,朋友介紹推薦,2019年11月5日,態度有失、醫德有損,醫護之語調態度令人無所適從,本人絕對不會再作光顧,"這醫生冇醫德, 佢d時間就係時間, 病人的時間就唔係時間, 每次預咗約都要等最少一小時, 我兩次去都等咗2-3小時間. 不知所謂. 明知最少要半小時一個appointment. 但佢book15mins一個appointment. 第一個appointment對你好好, 傾了15mins. 到第二個appointment照完腸胃就好快講2句, 2分鐘乎顯你快d走. 又話一星期後出報告和解釋報告. 但一星期至電診所, 姑娘話佢放2星期假. 如報告有什麼大問題. 要等多過一星期才知. .開d藥又唔掂. 食完重痛過之前. 現在佢又放假, 都唔知揾邊個？真係死咗都唔知乜事. 不要找這個醫生.",1.6,1,1,3,不予置評
林子雲醫生,"Dr LAM CHI WAN, EDWIN",腸胃肝臟科,YU F K,需預約等候片刻,專科治療,~ $ 10000,初次光顧,2015年----,態度有失、醫德有損,診証時間極其急趕，快來快去,本人絕對不會再作光顧,"本人曾找這一位林醫生作大腸鏡檢查.  手術前姑娘先為我注射鎮靜劑.  當時我仍然是清醒的, 因此清楚他在做什麼.  我覺得手術很快便完成, 之後我便被推出手術室.再之後我和這醫生會面.  他告知我大腸內的瘜肉沒有完全清除; 他說這是不必要全部切除的.  离開診所前, 我獲發一張光碟.  回到家中, 我才發現這光碟是空白一片, 並沒有手術過程的錄像.  我便致電診所查問.  我得到的答案是這醫生在過程中沒有開啟錄像功能.一星期後, 我收到一份醫生報告.  裹面有三張 瘜肉 的相片, 說是良性的.  林醫生的結語是可於五年後再做檢查.  由於我覺得他的工作態度有問題, 我便在一年半後再作一次檢查(是另一位醫生).  結果是有十粒瘜肉.  這一位醫生建議我三年後再檢查.我不明白林醫生為什麼如此不專業.  可能是他手上有大多未做的工作; 又或他當時心情不佳.  在此, 我忠告大家如果要作大腸鏡檢查, 除了這個醫主之外你們還有很多其他選擇呢 !",1.0,1,1,1,不予置評
林子雲醫生,"Dr LAM CHI WAN, EDWIN",腸胃肝臟科,Ma,需預約等候頗長,專科治療,~ $ 1500,光顧多年,2010年----,經驗豐富、絕不拖症,求診病人實在太多，等候需時,值得向有需要人仕推介,,9.6,9,10,10,值得推介
林子雲醫生,"Dr LAM CHI WAN, EDWIN",腸胃肝臟科,Eric Chui,不設預約等候片刻,--,,光顧多年,2016年12月2日,態度有失、醫德有損,醫護之語調態度令人無所適從,本人絕對不會再作光顧,"家母光顧十多年。主要血壓高、心跳、頭昏等。最近因泌尿問題與醫生診所多聯絡。發現此醫生不能再光顧!(1) 醫生經常說自已忙、不答覆問題、最後還回覆沒有解決方法。(2) 求醫生寫轉介信到政府醫院排期、遲遲都未寫好。信件準備好了、本人已經約定今天下午三時上診所取信及報告、怎料今天早上護士未有家母授權書便隨意將信件交給他人、事後亦無通知本人。幸好該人是我家姐。奇怪的是、事前護士千叮萬囑要我帶授權書。(3) 護士們態度惡劣、經常故意斷線、特別是""羊“姑娘、竟然說我太太態度差、立即收線! 又說不是她責任云云。(4) 發現林醫生開的血壓藥是八年前流行的; 問過其他醫生、他們說同行現在也不用這藥、說副作用較多。",1.0,1,1,1,不予置評
林子雲醫生,"Dr LAM CHI WAN, EDWIN",腸胃肝臟科,Cy,需預約準時,腸胃不適,,再度光顧,2014年----,仁心仁術、醫德高尚,求診病人實在太多，等候需時,不可多得，值得等待,林醫生態度友善，有愛心，為病人著想，而且收費合理。但他的姑娘不友善，態度差和悔氣。不迎合病人的要求，病人提出的要求永遠say no.,9.0,10,7,10,值得推介
林子雲醫生,"Dr LAM CHI WAN, EDWIN",腸胃肝臟科,Dawn,需預約準時,傷風感冒,,初次光顧,2013年7月--,醫術精湛、鉅細無遺,求診病人實在太多，等候需時,已視為本人的必然選擇,細心如塵，耐心及為病人着想及了解需要，感覺得到有身心上的支持!,10.0,10,10,10,值得推介
林子雲醫生,"Dr LAM CHI WAN, EDWIN",腸胃肝臟科,No name,需預約準時,腸胃不適,~ $ 400,初次光顧,2013年----,有欠詳盡、耽誤病情,求診病人實在太多，等候需時,可能人夾人緣自己衡量,"因睇左其他人的comment, 覺得不錯，故前往求醫，但醫生並非如其他人所講有耐性，整個過程大約十五分鐘，醫生一邊聽我講，一邊做他的文件工作同揾野，更講左幾次我好忙好多野做！而且沒有耐性問我之前既病歷和食過咩藥。令人失望。",5.6,6,5,6,不予置評
林子雲醫生,"Dr LAM CHI WAN, EDWIN",腸胃肝臟科,Jenny,需預約等候片刻,腸胃不適,~ $ 800,初次光顧,2009年4月--,詳盡親切、耐心施診,醫護人員親切有禮的提供協助,已視為本人的必然選擇,A friendly doctor with good skills in conducting colonoscopy.  Highly recommended.,10.0,10,10,10,值得推介
林子雲醫生,"Dr LAM CHI WAN, EDWIN",腸胃肝臟科,ICE YIU,需預約等候片刻,腸胃不適,~ $ 600,初次光顧,2008年----,仁心仁術、醫德高尚,醫生會從病人出發去提供意見,值得向有需要人仕推介,由2002年已經睇林醫生，佢好好人，好細心，2008年同一時間做大腸鏡胃鏡，沒有比想中那麼恐怖，過程相當舒服沒有痛楚和辛苦感覺，尤其護士也很細心，是我定期找林醫生檢查的原因！,9.3,10,10,8,值得推介
